ID,buildingArea,PAC,Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),ENERGY STAR Score,Site EUI,Weather Normalized Site EUI (kBtu/ft2),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Property GFA - Self-Reported (ft2),SourceEUI
7956,82500,Multifamily Housing,1928,1,100,Whole Building,87,65.1,69,1049623.3,293571.8,96250,91.2
7957,124492,Multifamily Housing,1935,2,100,Whole Building,52,87.7,87.3,1684460.1,479877.9,125000,120.2
7958,95000,Multifamily Housing,1927,1,100,Whole Building,39,88.9,91.9,1675015.7,475113.1,118333,122.7
7959,55623,Multifamily Housing,1921,1,100,Whole Building,68,95.6,102,771828.8,217528.2,56000,129.1
7960,54000,Multifamily Housing,1923,1,100,Whole Building,78,77.5,75.7,797819.8,222495.7,59400,106.8
7961,75560,Multifamily Housing,1926,1,100,Whole Building,53,119.3,124.9,1082499.9,307854.3,60366,158.9
7962,81700,Multifamily Housing,1926,1,100,Whole Building,Not Available,77.9,82.5,823144.8,235098.2,69604,104.1
7963,75121,Multifamily Housing,1923,1,100,Whole Building,87,30.1,30.1,2490086.6,729802.5,82632,94.6
7964,71250,Multifamily Housing,1939,1,100,Whole Building,85,78.6,83.2,916561.1,256380,83125,103
7966,66469,Multifamily Housing,1927,1,100,Whole Building,100,16.3,16,799446.6,228511.7,66469,42.2
7967,106586,Multifamily Housing,2006,1,100,Whole Building,66,69.4,72.4,2215322.3,637845.5,109783,115
7968,147400,Multifamily Housing,1923,1,100,Whole Building,92,60.7,Not Available,1509460.9,423743.7,148000,84.6
7969,105000,Multifamily Housing,1928,1,85,Whole Building,100,21.2,21.2,1534286.9,449673.7,105000,52.8
7970,93242,Multifamily Housing,1932,1,100,Whole Building,61,80.8,86,1448554.4,414399,108782,110.7
7971,51450,Multifamily Housing,1926,1,100,Whole Building,63,91.8,91.4,651567.4,183983.3,51450,119.8
7972,64400,Multifamily Housing,1939,1,100,Whole Building,75,73,73,840718.4,246400.4,64400,102
7973,68500,Multifamily Housing,1940,1,100,Whole Building,48,102.6,109,958089.6,280800,68501,133.6
7974,53900,Multifamily Housing,1923,1,100,Whole Building,95,57.8,Not Available,552058.3,155606.4,53900,80.3
7975,73566,Multifamily Housing,1927,1,100,Whole Building,77,77.6,81.4,1285098.4,369586.1,73566,116.6
7976,60879,Multifamily Housing,1928,1,100,Whole Building,56,87.8,92.7,847020,240344.4,71028,117.1
7977,56000,Multifamily Housing,1924,1,100,Whole Building,82,70.1,74.1,614473.1,175429.6,56000,96.6
7978,68500,Multifamily Housing,1927,1,100,Whole Building,58,78.4,82,1012526,288286.9,68500,113.1
7979,53040,Multifamily Housing,1925,1,100,Whole Building,79,78.2,78,660871.7,191153.9,58345,103.1
7980,82500,Multifamily Housing,1928,1,100,Whole Building,79,79.2,78.6,1227869.3,344607.9,86625,112.8
7981,54000,Multifamily Housing,1931,1,100,Whole Building,68,83.6,88.6,719637.6,203660.1,54000,115.7
7983,92000,Multifamily Housing,1924,1,100,Whole Building,1,174.3,183.1,1337021.7,383441.3,92000,210.3
7984,56000,Multifamily Housing,1926,1,100,Whole Building,84,80.7,87.7,875261.7,256524.5,56000,117.4
